winner,loser,white_pieces,black_pieces,moves,evaluations,material_advantage,move_count
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"f6e4, f2f3, d8h4, e1f1, h4f2","[-0.0158, -0.0686, -0.0688, -0.9999, -1.0]","-1, -1, -1, -1, -1",5
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"g1f3, f7f5, f3d4, d7d6, e4f5, c8d7, d1h5, g7g6, f5g6, f8h6, g6g7","[0.0009, 0.0315, 0.0205, 0.0175, 0.0177, 0.0528, 0.0518, 0.0502, 0.0534, 0.9999, 1.0]","-3, -3, 0, 0, 1, 1, 1, 1, 2, 2, 2",11
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"f8b4, c1a3, b4a3, d1c1, a3c1, e1d1, c1b2, h2h4, b2a1, b1c3, c7c6, g2g3, d7d5, d1e1, d5d4, c3a4, d8a5, e2e4, d4e3, f2e3, a5a4, f1g2, a4c2, a2a4, g8f6, g1e2, c2b1, e2c1, b1c1, e1f2, c1d2, f2f3, c8g4","[-0.0165, -0.0244, -0.0236, -0.1025, -0.1021, -0.1297, -0.1312, -0.1324, -0.1335, -0.1335, -0.1331, -0.1357, -0.1356, -0.1417, -0.1394, -0.1513, -0.1542, -0.1546, -0.1568, -0.1569, -0.1572, -0.1596, -0.1644, -0.1687, -0.17, -0.2206, -0.999, -0.999, -0.9991, -0.9995, -0.9996, -0.9999, -1.0]","-1, -1, -4, -4, -13, -13, -13, -13, -18, -18, -18, -18, -18, -18, -18, -18, -18, -18, -19, -18, -21, -21, -22, -22, -22, -22, -22, -22, -25, -25, -26, -26, -26",33
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"f7f5, a2a3, b7b6, c1b2, d8e7, d2d4, e8d8, d4e5, e7c5, b4c5, a7a5, c5b6, d8e8, e2e4, e8d8, b6c7, d8e8, e4f5, g8h6, d1h5, h6f7, f1c4, g7g6, f5g6, d7d6, g6g7, h7h6, h5f7","[-0.0022, -0.0033, 0.0039, 0.0025, 0.0017, 0.0044, 0.0189, 0.0203, 0.0848, 0.0811, 0.0939, 0.0977, 0.1074, 0.1075, 0.1125, 0.1177, 0.1455, 0.1392, 0.16, 0.1622, 0.1946, 0.2197, 0.2341, 0.2839, 0.9986, 0.9992, 0.9999, 1.0]","0, 0, 0, 0, 0, 0, 0, 1, 1, 10, 10, 11, 11, 11, 11, 12, 12, 13, 13, 13, 13, 13, 13, 14, 14, 14, 14, 17",28
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"d6d5, g2g4, d5e4, d1d3, e4d3, c1f4, d8d5, f2f3, d5d4, b1d2, d3c2, g1h3, d4b2, f4g5, b2a1, e1e2, c2c1q, g5f6, c1d1, e2e3, f8c5, e3f4, d1d2, f4g3, a1e1, h3f2, d2f2, g3f4, e1e3","[0.0042, -0.0099, -0.0091, -0.0815, -0.0807, -0.1097, -0.1084, -0.1118, -0.1093, -0.1098, -0.1096, -0.1175, -0.1198, -0.1519, -0.1531, -0.2026, -0.2041, -0.9992, -0.9993, -0.9995, -0.9996, -0.9996, -0.9997, -0.9997, -0.9998, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, -1, -1, -10, -10, -10, -10, -11, -11, -12, -12, -13, -13, -18, -18, -26, -26, -26, -26, -26, -26, -29, -29, -29, -29, -32, -32, -32",29
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"g1f3, c7c5, f3e5, b7b6, f1c4, d8f6, e5f7, f6d4, d2d3, d4e4, d3e4, g7g5, f7h8, c8b7, c1g5, f8e7, d1h5, e8d8, h8f7, d8e8, f7d6, e8f8, h5f7","[0.0035, 0.0174, 0.0157, 0.0383, 0.0408, 0.0565, 0.0576, 0.0647, 0.0652, 0.1153, 0.1167, 0.1385, 0.1422, 0.1636, 0.1709, 0.9986, 0.9989, 0.9989, 0.999, 0.9994, 0.9995, 0.9999, 1.0]","0, 0, 1, 1, 1, 1, 2, 2, 2, 1, 10, 10, 15, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16",23
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"g1f3, d5d4, h1g1, b8c6, h2h4, e7e5, b1c3, d4c3, b2c3, g8f6, a1b1, e5e4, g2g3, e4f3, b1a1, f3e2, c4c5, e2d1r, e1e2, c8g4, f2f3, g4f3, e2f3, d8d5, f3e2, d1d2, e2e1, d2d1, e1e2, c6e5, c1h6, d5f3","[0.0011, -0.0009, -0.0125, -0.0146, -0.0204, -0.0198, -0.0507, -0.0458, -0.0467, -0.0465, -0.0507, -0.0496, -0.0628, -0.0624, -0.0731, -0.071, -0.1255, -0.1217, -0.1695, -0.9987, -0.9987, -0.9988, -0.9988, -0.9989, -0.9989, -0.999, -0.9996, -0.9997, -0.9997, -0.9998, -0.9999, -1.0]","0, 0, 0, 0, 0, 0, 0, -3, -2, -2, -2, -2, -2, -5, -5, -6, -6, -19, -19, -19, -19, -20, -17, -17, -17, -18, -18, -18, -18, -18, -18, -18",32
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"g7g6, d2d4, a7a6, e2e4, g6g5, c1g5, e7e5, g5d8, a6a5, d8c7, b8a6, c7e5, a8b8, e5h8, g8e7, h8e5, f8g7, e5g7, d7d5, b1c3, d5e4, f1b5, c8d7, c3e4, b8d8, e4d6","[-0.0008, -0.0015, 0.0038, 0.0045, 0.0243, 0.026, 0.071, 0.0693, 0.1002, 0.1007, 0.1152, 0.1167, 0.1242, 0.1241, 0.1289, 0.1288, 0.1485, 0.1506, 0.1508, 0.1504, 0.1557, 0.1539, 0.1493, 0.1496, 0.9999, 1.0]","0, 0, 0, 0, 0, 1, 1, 10, 10, 11, 11, 12, 12, 17, 17, 17, 17, 20, 20, 20, 19, 19, 19, 20, 20, 20",26
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"c7c5, h2h3, c5d4, f3g5, e6e5, a2a3, e5e4, g5h7, h8h7, e1d2, e4e3, d2e1, d8f6, h1h2, f6f2","[-0.0014, -0.0082, -0.0081, -0.0268, -0.0246, -0.0279, -0.0324, -0.0445, -0.0438, -0.0683, -0.0703, -0.0692, -0.0738, -0.9999, -1.0]","0, 0, -1, -1, -1, -1, -1, 0, -3, -3, -3, -3, -3, -3, -4",15
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"d8d7, d3d4, g8h6, g1f3, b7b6, f3e5, f8d6, e5d7, d6f4, d7f6, e8e7, c1f4, e7f8, d1f3, g7g6, f4h6, f8e7, f6d5, e6d5, h6g5, e7d6, f3f7, h7h5, f7d5","[0.0196, 0.0195, 0.0282, 0.0275, 0.0335, 0.036, 0.0738, 0.0747, 0.097, 0.0973, 0.1062, 0.1062, 0.123, 0.1278, 0.999, 0.9991, 0.9991, 0.9992, 0.9992, 0.9993, 0.9996, 0.9997, 0.9999, 1.0]","1, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 13, 13, 13, 13, 16, 16, 16, 13, 13, 13, 14, 14, 15",24
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"a2a3, d5c4, e2e4, g8f6, f2f4, f6e4, f1d3, d8d3, g1f3, b8c6, h2h3, c6d4, a1a2, d4c2, d1c2, d3c2, b2b4, c2c1, e1e2, e4g3, e2f2, g3h1, f2e2, c1b1, f3g5, c4c3, f4f5, b1a2, e2f1, c3d2, g2g3, d2d1q","[-0.0014, -0.0003, -0.0035, -0.0038, -0.0217, -0.0203, -0.0775, -0.0751, -0.077, -0.074, -0.0861, -0.0866, -0.1249, -0.1308, -0.131, -0.1269, -0.151, -0.1691, -0.1718, -0.1746, -0.1769, -0.1791, -0.1773, -0.1818, -0.1822, -0.2808, -0.2985, -0.9994, -0.9994, -0.9995, -0.9999, -1.0]","0, -1, -1, -1, -1, -2, -2, -5, -5, -5, -5, -5, -5, -5, -2, -11, -11, -14, -14, -14, -14, -19, -19, -22, -22, -22, -22, -27, -27, -28, -28, -36",32
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"h7h5, c1b2, a7a5, b2e5, a8a7, b4b5, g7g5, e5h8, g8h6, b1c3, c7c6, e2e3, f8a3, d1h5, b8a6, b5a6, d8f6, h8f6, a7a8, h5h6, b7b5, h6h8, a3f8, f6g7, f7f6, h8f8","[-0.0036, -0.0031, 0.0004, 0.0013, 0.0193, 0.0182, 0.0665, 0.0641, 0.0677, 0.0668, 0.0668, 0.0674, 0.0835, 0.0838, 0.0974, 0.0995, 0.1527, 0.1614, 0.1951, 0.9991, 0.9993, 0.9994, 0.9994, 0.9995, 0.9999, 1.0]","0, 0, 0, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 7, 7, 10, 10, 19, 19, 22, 22, 22, 22, 22, 22, 25",26
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"f1a6, d4c2, e1e2, c2d4, e2e3, e7e5, d1e2, d8g5, f2f4, g5f4, e3d3, b8a6, d3c4, b7b5, c4d3, f8b4, e2f1, a6c5","[-0.0414, -0.0543, -0.0785, -0.0801, -0.0867, -0.0849, -0.1378, -0.1527, -0.1596, -0.1823, -0.1787, -0.1845, -0.9997, -0.9998, -0.9998, -0.9999, -0.9999, -1.0]","-3, -4, -4, -4, -4, -4, -4, -4, -4, -5, -5, -8, -8, -8, -8, -8, -8, -8",18
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"g8e7, g1f3, e7d5, e4d5, d8h4, f3h4, b7b5, d5e6, c8e6, d1f3, e6c4, f3a8, f8e7, a8b8, e7d8, c1g5, c4d3, b8d8","[0.02, 0.0208, 0.0542, 0.0521, 0.0938, 0.0951, 0.1088, 0.1069, 0.1075, 0.107, 0.1532, 0.1539, 0.1691, 0.1714, 0.1711, 0.1727, 0.9999, 1.0]","1, 1, 1, 4, 4, 13, 13, 14, 13, 13, 13, 18, 18, 21, 21, 21, 20, 23",18
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"e7e5, g2g4, d7d5, f2f4, d8h4, e1e2, c8g4, e2d3, g4d1, c2c3, d5e4, d3c4, h4e7, h2h3, e7c5","[0.0032, -0.0122, -0.015, -0.0833, -0.0836, -0.087, -0.0847, -0.1567, -0.2049, -0.9996, -0.9997, -0.9997, -0.9998, -0.9999, -1.0]","0, 0, 0, 0, 0, 0, -1, -1, -10, -10, -11, -11, -11, -11, -11",15
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"e5e4, a2a3, f8b4, a3b4, d8e7, e2e3, h7h5, b4b5, e7e5, b1c3, e5d6, c3e4, d6g6, e4c3, b8c6, b5c6, f7f5, h2h4, g6h6, c3d5, a8b8, c6d7, c8d7, d5c7, e8f8, c1a3, f8f7, g1f3, b8d8, f3e5, f7f6, a3b2, f5f4, d1f3, d7c8, a1a6, b7b6, f3c6, c8e6, c6e6","[-0.0073, -0.006, 0.0413, 0.0419, 0.0454, 0.046, 0.0475, 0.0461, 0.05, 0.0492, 0.0696, 0.0657, 0.0645, 0.066, 0.0775, 0.0781, 0.085, 0.0822, 0.0916, 0.0883, 0.0905, 0.0874, 0.0897, 0.0917, 0.0978, 0.1002, 0.1043, 0.1066, 0.1212, 0.1289, 0.1282, 0.1288, 0.1663, 0.1863, 0.1999, 0.9989, 0.9994, 0.9995, 0.9999, 1.0]","0, 0, -1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 6, 6, 6, 6, 6, 6, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10",40
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"g1e2, d5e4, f2f4, e4f3, e2d4, f3f2, e1e2, d8d4, a2a3, c8g4","[-0.0075, -0.0082, -0.0255, -0.0257, -0.0648, -0.0664, -0.0774, -0.0717, -0.9999, -1.0]","0, -1, -1, -2, -2, -2, -2, -5, -5, -5",10
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"b8a6, b1c3, h7h6, d2d4, a6b8, f1d3, h8h7, f2f4, d7d6, d1e2, c7c6, f4f5, a7a5, g1f3, g7g6, f5g6, h6h5, g6h7, a8a6, h7g8q, a5a4, d3a6, d8d7, c1h6, d7h3, g8f8, e8d7, a6b7, d6d5, f8c8, d7d6, e4e5","[0.0121, 0.0103, 0.0132, 0.0133, 0.0163, 0.0163, 0.0258, 0.0239, 0.0277, 0.0276, 0.0306, 0.0322, 0.0364, 0.0377, 0.0404, 0.0446, 0.1278, 0.1324, 0.1641, 0.1686, 0.1768, 0.1791, 0.2004, 0.2028, 0.2844, 0.3081, 0.3122, 0.9991, 0.9998, 0.9999, 0.9999, 1.0]","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 6, 6, 17, 17, 22, 22, 22, 22, 25, 25, 26, 26, 29, 29, 29",32
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"e7e5, d1f3, g8f6, f3f4, e5f4, g2g3, b8c6, f1g2, c6d4, e1d1, d7d5, g3g4, c8g4, g2f3, f6e4, d2d3, e4f2, d1e1, d8h4, b2b4, f2d3, e1d2, h4f2, d2d3, f2c2, d3d4, c2c4, d4e5, f8d6","[0.0031, -0.0042, -0.0044, -0.0792, -0.077, -0.0834, -0.0858, -0.0943, -0.0939, -0.0966, -0.0999, -0.1308, -0.1401, -0.171, -0.2186, -0.9988, -0.9992, -0.9992, -0.9993, -0.9994, -0.9995, -0.9995, -0.9996, -0.9997, -0.9998, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, 0, 0, -9, -9, -9, -9, -9, -9, -9, -9, -10, -10, -11, -11, -12, -12, -12, -12, -13, -13, -13, -10, -11, -8, -8, -8, -8",29
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"c2c3, d4c6, f1b5, g7g6, g1h3, e7e5, d2d4, b8a6, h3g5, e8e7, d4d5, h7h6, d5c6, a6b8, d1d5, d8e8, d5e5, e7d8, e5h8, d7d6, c6b7, e8e5, g5f7, d8e7, f7e5, c7c6, b7c8q, b8d7, c8d7","[0.0154, 0.02, 0.0003, 0.0246, -0.0078, 0.0133, -0.0092, 0.0218, 0.0124, 0.0387, 0.0263, 0.0267, 0.0332, 0.0567, 0.0583, 0.0585, 0.0536, 0.0528, 0.0557, 0.1062, 0.1115, 0.1887, 0.999, 0.999, 0.9991, 0.9996, 0.9997, 0.9999, 1.0]","-3, -3, -3, -3, -3, -3, -3, -3, -3, -3, -3, -3, 0, 0, 0, 0, 1, 1, 6, 6, 7, 7, 8, 8, 17, 17, 28, 28, 31",29
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"f8b4, a2a4, d7d5, g2g4, c8g4, a4a5, g8f6, h2h4, e8g8, f2f3, g4h5, e2e4, f6e4, h1h2, b4c5, h2f2, c5f2, e1e2, d8h4, a1a2, e4g3, e2f2, g3e4, f2e2, h4f2, e2d3, e4c5, d3c3, f2d4","[-0.016, -0.0207, -0.0193, -0.0417, -0.042, -0.0422, -0.0438, -0.0473, -0.0458, -0.0531, -0.0524, -0.0639, -0.0628, -0.0662, -0.0715, -0.1376, -0.1353, -0.1369, -0.144, -0.9995, -0.9996, -0.9996, -0.9997, -0.9997, -0.9998, -0.9998, -0.9999, -0.9999, -1.0]","-1, -1, -1, -1, -2, -2, -2, -2, -2, -2, -2, -2, -3, -3, -3, -3, -8, -8, -9, -9, -9, -6, -6, -6, -6, -6, -6, -6, -6",29
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"h7h5, c2c4, d8g5, f3g5, b7b5, c4d5, b8c6, d5c6, e8d8, g5f7, d8e8, f7h8, f8b4, b1d2, g8h6, e2e4, e8d8, d1h5, a8b8, h5g5, b4e7, g5g7, c8a6, h8g6, e7f6, g7d7","[0.0042, 0.0061, 0.0767, 0.0755, 0.082, 0.0826, 0.1028, 0.103, 0.1342, 0.1376, 0.139, 0.1403, 0.1425, 0.1406, 0.1457, 0.1463, 0.1514, 0.1586, 0.1677, 0.1751, 0.1828, 0.1863, 0.9997, 0.9998, 0.9999, 1.0]","0, 0, 0, 9, 9, 10, 10, 13, 13, 14, 14, 19, 19, 19, 19, 19, 19, 20, 20, 20, 20, 21, 21, 21, 21, 21",26
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"f1e2, d7d5, h2h3, e7e5, b1c3, g8f6, e1f1, d5e4, h1h2, b8c6, b2b3, h7h5, c1a3, f8a3, d1e1, e8f8, e2g4, h5g4, g1e2, d4c2, c3e4, f6e4, a1b1, d8d3, f2f4, a3c5, e1d1, e4g3","[-0.0109, -0.0108, -0.0194, -0.0185, -0.032, -0.0213, -0.0259, -0.0488, -0.0732, -0.0714, -0.0762, -0.0744, -0.1002, -0.0974, -0.1032, -0.096, -0.1212, -0.1252, -0.1312, -0.1333, -0.1586, -0.165, -0.1828, -0.1823, -0.9994, -0.9995, -0.9999, -1.0]","-3, -3, -3, -3, -3, -3, -3, -4, -4, -4, -4, -4, -4, -7, -7, -7, -7, -10, -10, -11, -10, -13, -13, -13, -13, -13, -13, -13",28
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"e7e5, d4e5, f7f5, b1c3, b8c6, g1f3, b7b5, c4b5, c6d4, f3d4, g8e7, h2h4, c8b7, h1h3, h8g8, d1b3, d8c8, e2e4, e7c6, b5c6, a7a5, f1c4, h7h6, c4g8, a8b8, b3f7, e8d8, f7f8","[0.0125, 0.0127, 0.0195, 0.0191, 0.0178, 0.022, 0.0475, 0.0492, 0.0756, 0.0708, 0.0712, 0.0703, 0.0711, 0.069, 0.0779, 0.0745, 0.0824, 0.0789, 0.1472, 0.1551, 0.2082, 0.9989, 0.9992, 0.9993, 0.9998, 0.9999, 0.9999, 1.0]","0, 1, 1, 1, 1, 1, 1, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 13, 13, 13, 13, 16",28
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"g8f6, g2g4, f6g4, f2f3, d8h4","[-0.0039, -0.0173, -0.0171, -0.9999, -1.0]","0, 0, -1, -1, -1",5
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"g8h6, e2e4, h6f5, e4f5, e7e5, d4e5, f8a3, b1a3, a7a5, d1g4, g7g5, g1f3, b8a6, c1g5, e8f8, g5h6, f8e7, g4g5, e7e8, g5g7, h8g8, g7g8, e8e7, h6g5, f7f6, g5f6","[0.0125, 0.0134, 0.0551, 0.0548, 0.0558, 0.0546, 0.0792, 0.0774, 0.0911, 0.0857, 0.0911, 0.0941, 0.1029, 0.1185, 0.1678, 0.1846, 0.1873, 0.1928, 0.1941, 0.1932, 0.9997, 0.9998, 0.9998, 0.9999, 0.9999, 1.0]","0, 0, 0, 3, 3, 4, 4, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 8, 8, 13, 13, 13, 13, 14",26
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"b1c3, b8c6, f2f4, e5f4, d1h5, g8f6, h2h3, f6h5, d2d4, c6d4, c3b1, d4c2, e1f2, d8h4, f2e2, h4e1, e2d3, c2b4, d3d4, e1f1, b1c3, f1d3, d4e5, d7d6","[0.0023, 0.0012, -0.0048, -0.0028, -0.0177, -0.0197, -0.0861, -0.092, -0.1042, -0.1047, -0.1234, -0.1294, -0.9991, -0.9992, -0.9993, -0.9994, -0.9994, -0.9995, -0.9995, -0.9996, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, 0, -1, -1, -1, -1, -10, -10, -11, -11, -12, -12, -12, -12, -12, -12, -12, -12, -15, -15, -15, -15, -15",24
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"f7f6, e2e4, h7h5, d2d4, e8f7, d4d5, b7b6, f2f4, g7g5, f4g5, c7c5, e4e5, e7e6, e5f6, d8c7, f1e2, h8h7, e2h5, h7h5, d1h5","[0.007, 0.0068, 0.0151, 0.0151, 0.0204, 0.0181, 0.0221, 0.0234, 0.0385, 0.0364, 0.0485, 0.0498, 0.0593, 0.0592, 0.0681, 0.067, 0.9998, 0.9999, 0.9999, 1.0]","0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 3, 0, 5",20
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"e7e6, c4c5, b7b6, c1f4, b6c5, e2e4, c5d4, d1h5, g8f6, b1d2, f6h5, f1b5, h5f4, b5f1, d7d5, b2b4, d5e4, b4b5, e4e3, h2h4, e3d2, e1d2, d4d3, g1e2, d3e2, d2c2, d8d3, c2c1, f8a3","[0.0069, -0.0028, -0.0022, -0.0131, -0.0116, -0.0103, -0.0094, -0.032, -0.0347, -0.0847, -0.0852, -0.1089, -0.1074, -0.1135, -0.1135, -0.1239, -0.1247, -0.1349, -0.1381, -0.1446, -0.1592, -0.1587, -0.1677, -0.9996, -0.9997, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, 0, 0, -1, -1, -2, -2, -2, -2, -11, -11, -14, -14, -14, -14, -15, -15, -15, -15, -18, -17, -17, -17, -20, -20, -20, -20, -20",29
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"e4d5, b8a6, f1b5, d8d7, b5d7, c8d7, a2a3, e7e6, g1f3, d7c6, d5c6, a6b8, c6b7, b8d7, b7a8q, d7b8, a8b8, e8d7, f3e5, d7d6, d2d4, a7a6, b8d8","[0.0082, 0.0158, 0.0145, 0.0665, 0.0647, 0.0648, 0.0645, 0.0659, 0.0657, 0.0789, 0.0777, 0.198, 0.2005, 0.2051, 0.209, 0.9993, 0.9995, 0.9995, 0.9996, 0.9997, 0.9998, 0.9999, 1.0]","1, 1, 1, 1, 10, 7, 7, 7, 7, 7, 10, 10, 11, 11, 24, 24, 27, 27, 27, 27, 27, 27, 27",23
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"f8b4, a2a4, g8f6, e2e3, d7d5, b1c3, d8e7, f1d3, e8g8, d1f3, b4c3, f3f4, e5f4, e1d1, c3a1, d3a6, b8a6, d1e2, e7e4, h2h3, e4g2, a4a5, f6e4, e2e1, g2f2, e1d1, f2f1","[-0.016, -0.0205, -0.0191, -0.0205, -0.02, -0.0256, -0.0264, -0.0336, -0.0325, -0.0568, -0.0547, -0.0866, -0.0852, -0.1331, -0.1326, -0.1584, -0.16, -0.1619, -0.1669, -0.1973, -0.1996, -0.9992, -0.9996, -0.9998, -0.9999, -0.9999, -1.0]","-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -4, -4, -13, -13, -18, -18, -21, -21, -21, -21, -22, -22, -22, -22, -23, -23, -23",27
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"b8c6, d2d4, c6a5, e2e4, b7b6, g1f3, a5c6, d4d5, h7h5, d5c6, h8h6, c1h6, f7f6, h6e3, d7c6, f1d3, e7e6, e4e5, f8b4, c2c3, b4a3, b1a3, c8b7, f3d4, b7c8, d4c6, g8h6, d3g6, h6f7, d1d8","[0.0019, 0.0009, 0.011, 0.0104, 0.012, 0.0096, 0.0187, 0.0183, 0.0525, 0.0527, 0.0667, 0.0637, 0.0788, 0.0792, 0.0812, 0.0771, 0.0869, 0.083, 0.0901, 0.0889, 0.0993, 0.1075, 0.1116, 0.1141, 0.123, 0.1264, 0.9998, 0.9999, 0.9999, 1.0]","0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 8, 8, 8, 7, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 11, 11, 11, 11, 20",30
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"e7e5, f1d3, g8f6, h2h4, c7c6, b2b4, f8b4, c2c4, d7d5, a2a4, d5e4, d1b3, a7a5, c4c5, e4d3, b3c4, c8e6, c4e6, f7e6, h4h5, d8d4, g1e2, d3e2, c1b2, d4b2, h1h3, b2a1, h3g3, a1b1, e1e2, b1c2, e2e3, c2e4","[0.0036, -0.0025, -0.0005, -0.0117, -0.0103, -0.0251, -0.0266, -0.0302, -0.0275, -0.0474, -0.0439, -0.0507, -0.0508, -0.0816, -0.0788, -0.0938, -0.0957, -0.0966, -0.0971, -0.1207, -0.1239, -0.1285, -0.1349, -0.1449, -0.1449, -0.1567, -0.1704, -0.1759, -0.1859, -0.1871, -0.1904, -0.9999, -1.0]","0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -2, -2, -2, -2, -5, -5, -5, -2, -11, -11, -11, -11, -14, -14, -17, -17, -22, -22, -25, -24, -24, -24, -24",33
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"f8d6, b1c3, f6g8, f2f4, g7g5, f4e5, g8f6, e5d6, f6e4, c3e4, f7f6, d1h5, e8f8, h5f7","[0.0016, 0.0012, 0.0152, 0.0166, 0.0439, 0.0456, 0.0723, 0.0744, 0.0966, 0.1017, 0.9998, 0.9999, 0.9999, 1.0]","0, 0, 0, 0, 0, 1, 1, 4, 3, 6, 6, 6, 6, 6",14
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"g1h3, d7d5, d1g4, c8g4, f2f4, g4h3, d2d3, h3g4, c2c4, d5e4, h2h4, d8d4, h1h3, g4h3, g2g3, f8b4, b1d2, h3g4, f1e2, d4g1, e2f1, g1g3","[-0.0108, -0.0109, -0.0794, -0.0805, -0.0884, -0.0937, -0.1045, -0.103, -0.1201, -0.1226, -0.1297, -0.135, -0.1374, -0.1394, -0.2137, -0.9991, -0.9997, -0.9998, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, 0, -9, -9, -12, -12, -12, -12, -13, -13, -13, -13, -18, -18, -18, -18, -18, -18, -18, -18, -19",22
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"g7g6, c1b2, a7a6, b2e5, c7c5, e5h8, g8h6, b1c3, f8g7, h8g7, f7f5, g7h6, d8h4, h6e3, d7d5, c3d5, h4g5, e3g5, c5c4, d5c7, e8d7, c7a8, d7c6, e2e3, c6d5, d1f3, d5e5, f1c4, h7h5, f3f4","[-0.0022, -0.0028, 0.008, 0.0073, 0.0537, 0.053, 0.0585, 0.0588, 0.0768, 0.076, 0.1008, 0.1011, 0.107, 0.1086, 0.113, 0.1188, 0.1653, 0.1657, 0.1828, 0.1855, 0.1859, 0.1864, 0.999, 0.9992, 0.9995, 0.9996, 0.9998, 0.9999, 0.9999, 1.0]","0, 0, 0, 1, 1, 6, 6, 6, 6, 9, 9, 12, 12, 12, 12, 13, 13, 22, 22, 22, 22, 27, 27, 27, 27, 27, 27, 28, 28, 28",30
